libraryId	experimentId	platform	SRSId	anatId	anatName	cellTypeId	cellTypeName	stageId	stageName	url_GSM	infoOrgan	infoCellType_abInitio	infoCellType_inferred	clusterId	clusterName	infoStage	anatAnnotationStatus	cellTypeAnnotationStatus	stageAnnotationStatus	sex	strain	genotype	speciesId	RNAseqTags	protocol	protocolType	lib_name	sampleTitle	comment	condition	annotatorId	lastModificationDate
SRX22159902	SRP467631	Illumina NovaSeq 6000	SRS19218665	UBERON:0001897	dorsal plus ventral thalamus			MmusDv:0000154	8-week-old stage		TH - Middle-medial					59 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180815_01_F08	SAMN37907560		Light	SAC	2025-01-10
SRX22159901	SRP467631	Illumina NovaSeq 6000	SRS19218664	UBERON:0001897	dorsal plus ventral thalamus			MmusDv:0000154	8-week-old stage		TH - Anterior					59 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180815_01_D08	SAMN37907557		Light	SAC	2025-01-10
SRX22159900	SRP467631	Illumina NovaSeq 6000	SRS19218596	UBERON:0002421	hippocampal formation			MmusDv:0000154	8-week-old stage		HIP: Hippocampal region					56 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180406_01_B07	SAMN37907543		Light	SAC	2025-01-10
SRX22159899	SRP467631	Illumina NovaSeq 6000	SRS19218663	UBERON:0002264	olfactory bulb			MmusDv:0000154	8-week-old stage		OLF - MOB-AOB: Olfactory areas - Main olfactory bulb - Accessory olfactory bulb					58 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190228_01_A12	SAMN37907598		Light	SAC	2025-01-10
SRX22159898	SRP467631	Illumina NovaSeq 6000	SRS19218657	UBERON:0035886	posterior parietal association areas			MmusDv:0000154	8-week-old stage		PTLp: Posterior parietal association areas					59 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180926_01_C12	SAMN37907569		Light	SAC	2025-01-10
SRX22159897	SRP467631	Illumina NovaSeq 6000	SRS19218615	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		OLF - AON-TT-DP: Olfactory areas - Anterior olfactory nucleus - Taenia tecta - Dorsal peduncular area					57 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190423_01_G06	SAMN37907607		Light	SAC	2025-01-10
SRX22159896	SRP467631	Illumina NovaSeq 6000	SRS19218662	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		OLF - AON-TT-DP: Olfactory areas - Anterior olfactory nucleus - Taenia tecta - Dorsal peduncular area					61 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190122_01_C06	SAMN37907591		Light	SAC	2025-01-10
SRX22159895	SRP467631	Illumina NovaSeq 6000	SRS19218662	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		OLF - AON-TT-DP: Olfactory areas - Anterior olfactory nucleus - Taenia tecta - Dorsal peduncular area					61 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190122_01_B06	SAMN37907591		Light	SAC	2025-01-10
SRX22159894	SRP467631	Illumina NovaSeq 6000	SRS19218661	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		MOs-FRP: Secondary motor area - Frontal pole, cerebral cortex					56 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_181206_01_H11	SAMN37907582		Light	SAC	2025-01-10
SRX22159893	SRP467631	Illumina NovaSeq 6000	SRS19218661	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		MOs-FRP: Secondary motor area - Frontal pole, cerebral cortex					56 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_181206_01_B12	SAMN37907582		Light	SAC	2025-01-10
SRX22159892	SRP467631	Illumina NovaSeq 6000	SRS19218661	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		MOs-FRP: Secondary motor area - Frontal pole, cerebral cortex					56 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_181206_01_A12	SAMN37907582		Light	SAC	2025-01-10
SRX22159891	SRP467631	Illumina NovaSeq 6000	SRS19218613	UBERON:0002421	hippocampal formation			MmusDv:0000152	7-week-old stage		PAR-POST-PRE-SUB-ProS: Parasubiculum - Postsubiculum - Presubiculum - Subiculum - Prosubiculum					54 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180406_01_D02	SAMN37907541		Light	SAC	2025-01-10
SRX22159890	SRP467631	Illumina NovaSeq 6000	SRS19218655	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					57 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_171026_01_H04	SAMN37907510		Light	SAC	2025-01-10
SRX22159889	SRP467631	Illumina NovaSeq 6000	SRS19218655	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					57 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_171026_01_G04	SAMN37907510		Light	SAC	2025-01-10
SRX22159888	SRP467631	Illumina NovaSeq 6000	SRS19218655	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					57 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_171026_01_F04	SAMN37907510		Light	SAC	2025-01-10
SRX22159887	SRP467631	Illumina NovaSeq 6000	SRS19218655	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					57 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_171026_01_B05	SAMN37907510		Light	SAC	2025-01-10
SRX22159886	SRP467631	Illumina NovaSeq 6000	SRS19218660	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					58 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_171026_01_G05	SAMN37907511		Light	SAC	2025-01-10
SRX22159885	SRP467631	Illumina NovaSeq 6000	SRS19218660	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					58 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_171026_01_F05	SAMN37907511		Light	SAC	2025-01-10
SRX22159884	SRP467631	Illumina NovaSeq 6000	SRS19218660	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					58 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_171026_01_E05	SAMN37907511		Light	SAC	2025-01-10
SRX22159883	SRP467631	Illumina NovaSeq 6000	SRS19218639	UBERON:0004035	cortical subplate			MmusDv:0000154	8-week-old stage		CTXsp - CLA-EP-LA-BLA-BMA-PA: Cortical subplate - Claustrum - Endopiriform nucleus - Lateral amygdalar nucleus - Basolateral amygdalar nucleus - Basomedial amygdalar nucleus - Posterior amygdalar nucleus this just refers to the entire Cortical subplate so Cortical subplate should be the annotation					61 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190116_01_E04	SAMN37907586		Light	SAC	2025-01-10
SRX22159882	SRP467631	Illumina NovaSeq 6000	SRS19218659	UBERON:0001393	auditory cortex			MmusDv:0000154	8-week-old stage		AUD: Auditory areas					57 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_181012_01_H04	SAMN37907574		Light	SAC	2025-01-10
SRX22159881	SRP467631	Illumina NovaSeq 6000	SRS19218659	UBERON:0001393	auditory cortex			MmusDv:0000154	8-week-old stage		AUD: Auditory areas					57 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_181012_01_G04	SAMN37907574		Light	SAC	2025-01-10
SRX22159880	SRP467631	Illumina NovaSeq 6000	SRS19218613	UBERON:0002421	hippocampal formation			MmusDv:0000152	7-week-old stage		PAR-POST-PRE-SUB-ProS: Parasubiculum - Postsubiculum - Presubiculum - Subiculum - Prosubiculum					54 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180406_01_C02	SAMN37907541		Light	SAC	2025-01-10
SRX22159879	SRP467631	Illumina NovaSeq 6000	SRS19218659	UBERON:0001393	auditory cortex			MmusDv:0000154	8-week-old stage		AUD: Auditory areas					57 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_181012_01_E05	SAMN37907574		Light	SAC	2025-01-10
SRX22159878	SRP467631	Illumina NovaSeq 6000	SRS19218658	UBERON:0013531	retrosplenial region			MmusDv:0000152	7-week-old stage		RSP: Retrosplenial area					52 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180221_01_C11	SAMN37907532		Light	SAC	2025-01-10
SRX22159877	SRP467631	Illumina NovaSeq 6000	SRS19218597	UBERON:0002421	hippocampal formation			MmusDv:0000152	7-week-old stage		PAR-POST-PRE-SUB-ProS: Parasubiculum - Postsubiculum - Presubiculum - Subiculum - Prosubiculum					53 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180406_01_B01	SAMN37907540		Light	SAC	2025-01-10
SRX22159876	SRP467631	Illumina NovaSeq 6000	SRS19218658	UBERON:0013531	retrosplenial region			MmusDv:0000152	7-week-old stage		RSP: Retrosplenial area					52 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180221_01_B11	SAMN37907532		Light	SAC	2025-01-10
SRX22159875	SRP467631	Illumina NovaSeq 6000	SRS19218657	UBERON:0035886	posterior parietal association areas			MmusDv:0000154	8-week-old stage		PTLp: Posterior parietal association areas					59 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180926_01_E12	SAMN37907569		Light	SAC	2025-01-10
SRX22159874	SRP467631	Illumina NovaSeq 6000	SRS19218614	UBERON:0001870	frontal cortex			MmusDv:0000152	7-week-old stage		PL-ILA-ORB: Prelimbic area - Infralimbic area - Orbital area					52 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180221_01_D10	SAMN37907528		Light	SAC	2025-01-10
SRX22159873	SRP467631	Illumina NovaSeq 6000	SRS19218656	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		MOs-FRP: Secondary motor area - Frontal pole, cerebral cortex					61 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_181206_01_F12	SAMN37907584		Light	SAC	2025-01-10
SRX22159872	SRP467631	Illumina NovaSeq 6000	SRS19218656	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		MOs-FRP: Secondary motor area - Frontal pole, cerebral cortex					61 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_181206_01_E12	SAMN37907584		Light	SAC	2025-01-10
SRX22159871	SRP467631	Illumina NovaSeq 6000	SRS19218656	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		MOs-FRP: Secondary motor area - Frontal pole, cerebral cortex					61 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_181206_01_D12	SAMN37907584		Light	SAC	2025-01-10
SRX22159870	SRP467631	Illumina NovaSeq 6000	SRS19218656	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		MOs-FRP: Secondary motor area - Frontal pole, cerebral cortex					61 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_181206_01_C12	SAMN37907584		Light	SAC	2025-01-10
SRX22159869	SRP467631	Illumina NovaSeq 6000	SRS19218652	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					57 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_171026_01_B04	SAMN37907509		Light	SAC	2025-01-10
SRX22159868	SRP467631	Illumina NovaSeq 6000	SRS19218655	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					57 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_171026_01_A05	SAMN37907510		Light	SAC	2025-01-10
SRX22159867	SRP467631	Illumina NovaSeq 6000	SRS19218653	UBERON:0000411	visual cortex			MmusDv:0000154	8-week-old stage		VIS: Visual areas					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180115_01_G11	SAMN37907525		Light	SAC	2025-01-10
SRX22159866	SRP467631	Illumina NovaSeq 6000	SRS19218654	UBERON:0035895	lateral visual area			MmusDv:0000154	8-week-old stage		VISl: Lateral visual area					58 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180115_01_G08	SAMN37907519		Light	SAC	2025-01-10
SRX22159865	SRP467631	Illumina NovaSeq 6000	SRS19218653	UBERON:0000411	visual cortex			MmusDv:0000154	8-week-old stage		VIS: Visual areas					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180115_01_F11	SAMN37907525		Light	SAC	2025-01-10
SRX22159864	SRP467631	Illumina NovaSeq 6000	SRS19218652	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					57 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_171026_01_A04	SAMN37907509		Light	SAC	2025-01-10
SRX22159863	SRP467631	Illumina NovaSeq 6000	SRS19218602	UBERON:0002728	entorhinal cortex			MmusDv:0000154	8-week-old stage		ENT: Entorhinal area					56 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180406_01_H02	SAMN37907538		Light	SAC	2025-01-10
SRX22159862	SRP467631	Illumina NovaSeq 6000	SRS19218602	UBERON:0002728	entorhinal cortex			MmusDv:0000154	8-week-old stage		ENT: Entorhinal area					56 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180406_01_G02	SAMN37907538		Light	SAC	2025-01-10
SRX22159861	SRP467631	Illumina NovaSeq 6000	SRS19218634	UBERON:0002728	entorhinal cortex			MmusDv:0000154	8-week-old stage		ENT: Entorhinal area					57 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180406_01_E07	SAMN37907539		Light	SAC	2025-01-10
SRX22159860	SRP467631	Illumina NovaSeq 6000	SRS19218634	UBERON:0002728	entorhinal cortex			MmusDv:0000154	8-week-old stage		ENT: Entorhinal area					57 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180406_01_E06	SAMN37907539		Light	SAC	2025-01-10
SRX22159859	SRP467631	Illumina NovaSeq 6000	SRS19218650	UBERON:0002421	hippocampal formation			MmusDv:0000154	8-week-old stage		HIP: Hippocampal region					62 days	perfect match		missing child term	F	C57BL/6J	Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_200625_02_F11	SAMN37907614		Light	SAC	2025-01-10
SRX22159858	SRP467631	Illumina NovaSeq 6000	SRS19218651	UBERON:0001898	hypothalamus			MmusDv:0000152	7-week-old stage		HY - MEZ-PVZ-PVR: Hypothalamus - Hypothalamic medial zone - Periventricular zone - Periventricular region					53 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_181031_01_B07	SAMN37907580		Light	SAC	2025-01-10
SRX22159857	SRP467631	Illumina NovaSeq 6000	SRS19218649	UBERON:0005401	cerebral hemisphere gray matter			MmusDv:0000154	8-week-old stage		OLF - COA-PAA-NLOT-TR: Olfactory areas - Cortical amygdalar area - Piriform-amygdalar area - Nucleus of the lateral olfactory tract - Postpiriform transition area					56 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190423_01_B07	SAMN37907609		Light	SAC	2025-01-10
SRX22159856	SRP467631	Illumina NovaSeq 6000	SRS19218644	UBERON:0005401	cerebral hemisphere gray matter			MmusDv:0000154	8-week-old stage		OLF - COA-PAA-NLOT-TR: Olfactory areas - Cortical amygdalar area - Piriform-amygdalar area - Nucleus of the lateral olfactory tract - Postpiriform transition area					59 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190228_01_D11	SAMN37907597		Light	SAC	2025-01-10
SRX22159855	SRP467631	Illumina NovaSeq 6000	SRS19218648	UBERON:0004725	piriform cortex			MmusDv:0000152	7-week-old stage		OLF - PIR: Olfactory areas - Piriform area					53 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190214_01_F10	SAMN37907595		Light	SAC	2025-01-10
SRX22159854	SRP467631	Illumina NovaSeq 6000	SRS19218637	UBERON:0004725	piriform cortex			MmusDv:0000152	7-week-old stage		OLF - PIR: Olfactory areas - Piriform area					53 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190205_01_C07	SAMN37907594		Light	SAC	2025-01-10
SRX22159853	SRP467631	Illumina NovaSeq 6000	SRS19218637	UBERON:0004725	piriform cortex			MmusDv:0000152	7-week-old stage		OLF - PIR: Olfactory areas - Piriform area					53 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190205_01_D07	SAMN37907594		Light	SAC	2025-01-10
SRX22159852	SRP467631	Illumina NovaSeq 6000	SRS19218647	UBERON:0004035	cortical subplate			MmusDv:0000152	7-week-old stage		CTXsp - CLA-EP-LA-BLA-BMA-PA: Cortical subplate - Claustrum - Endopiriform nucleus - Lateral amygdalar nucleus - Basolateral amygdalar nucleus - Basomedial amygdalar nucleus - Posterior amygdalar nucleus this just refers to the entire Cortical subplate so Cortical subplate should be the annotation					53 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190321_01_C03	SAMN37907604		Light	SAC	2025-01-10
SRX22159851	SRP467631	Illumina NovaSeq 6000	SRS19218634	UBERON:0002728	entorhinal cortex			MmusDv:0000154	8-week-old stage		ENT: Entorhinal area					57 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180406_01_C07	SAMN37907539		Light	SAC	2025-01-10
SRX22159850	SRP467631	Illumina NovaSeq 6000	SRS19218646	UBERON:0004725	piriform cortex			MmusDv:0000152	7-week-old stage		OLF - PIR: Olfactory areas - Piriform area					53 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190423_01_D06	SAMN37907606		Light	SAC	2025-01-10
SRX22159849	SRP467631	Illumina NovaSeq 6000	SRS19218633	UBERON:0002436	primary visual cortex			MmusDv:0000154	8-week-old stage		VISp: Primary visual area					58 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180115_01_B08	SAMN37907518		Light	SAC	2025-01-10
SRX22159848	SRP467631	Illumina NovaSeq 6000	SRS19218643	UBERON:0005401	cerebral hemisphere gray matter			MmusDv:0000154	8-week-old stage		OLF - COA-PAA-NLOT-TR: Olfactory areas - Cortical amygdalar area - Piriform-amygdalar area - Nucleus of the lateral olfactory tract - Postpiriform transition area					59 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190228_01_G12	SAMN37907596		Light	SAC	2025-01-10
SRX22159847	SRP467631	Illumina NovaSeq 6000	SRS19218645	UBERON:0002421	hippocampal formation			MmusDv:0000154	8-week-old stage		HIP: Hippocampal region					56 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_180221_01_E12	SAMN37907536		Light	SAC	2025-01-10
SRX22159846	SRP467631	Illumina NovaSeq 6000	SRS19218644	UBERON:0005401	cerebral hemisphere gray matter			MmusDv:0000154	8-week-old stage		OLF - COA-PAA-NLOT-TR: Olfactory areas - Cortical amygdalar area - Piriform-amygdalar area - Nucleus of the lateral olfactory tract - Postpiriform transition area					59 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190228_01_G11	SAMN37907597		Light	SAC	2025-01-10
SRX22159845	SRP467631	Illumina NovaSeq 6000	SRS19218643	UBERON:0005401	cerebral hemisphere gray matter			MmusDv:0000154	8-week-old stage		OLF - COA-PAA-NLOT-TR: Olfactory areas - Cortical amygdalar area - Piriform-amygdalar area - Nucleus of the lateral olfactory tract - Postpiriform transition area					59 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190228_01_C11	SAMN37907596		Light	SAC	2025-01-10
SRX22159844	SRP467631	Illumina NovaSeq 6000	SRS19218643	UBERON:0005401	cerebral hemisphere gray matter			MmusDv:0000154	8-week-old stage		OLF - COA-PAA-NLOT-TR: Olfactory areas - Cortical amygdalar area - Piriform-amygdalar area - Nucleus of the lateral olfactory tract - Postpiriform transition area					59 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190228_01_B11	SAMN37907596		Light	SAC	2025-01-10
SRX22159843	SRP467631	Illumina NovaSeq 6000	SRS19218642	UBERON:0005401	cerebral hemisphere gray matter			MmusDv:0000152	7-week-old stage		OLF - COA-PAA-NLOT-TR: Olfactory areas - Cortical amygdalar area - Piriform-amygdalar area - Nucleus of the lateral olfactory tract - Postpiriform transition area					53 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190205_01_C08	SAMN37907593		Light	SAC	2025-01-10
SRX22159842	SRP467631	Illumina NovaSeq 6000	SRS19218642	UBERON:0005401	cerebral hemisphere gray matter			MmusDv:0000152	7-week-old stage		OLF - COA-PAA-NLOT-TR: Olfactory areas - Cortical amygdalar area - Piriform-amygdalar area - Nucleus of the lateral olfactory tract - Postpiriform transition area					53 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190205_01_B08	SAMN37907593		Light	SAC	2025-01-10
SRX22159841	SRP467631	Illumina NovaSeq 6000	SRS19218642	UBERON:0005401	cerebral hemisphere gray matter			MmusDv:0000152	7-week-old stage		OLF - COA-PAA-NLOT-TR: Olfactory areas - Cortical amygdalar area - Piriform-amygdalar area - Nucleus of the lateral olfactory tract - Postpiriform transition area					53 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V2	3'end	L8TX_190205_01_A08	SAMN37907593		Light	SAC	2025-01-10
